Indicator Name,Geography,Region,Year,Category,Subcategory,Numerator,Denominator,Rate,Lower 95% Confidence Limit,Upper 95% Confidence Limit,
Pregnancy-Related Mortality Ratio,Tuolumne,Southern Central Valley,2015-2017,Total Population,Total population,25,158444,15.8,10.2,23.3,
Pregnancy-Related Mortality Ratio,Ventura,Los Angeles - Santa Barbara - Ventura,2015-2017,Total Population,Total population,58,409912,14.1,10.7,18.3,
Pregnancy-Related Mortality Ratio,Yolo,Northeastern and Northern Central Valley,2015-2017,Total Population,Total population,25,160380,15.6,10.1,23,
Pregnancy-Related Mortality Ratio,Yuba,Northeastern and Northern Central Valley,2015-2017,Total Population,Total population,25,160380,15.6,10.1,23,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Hispanic,87,682618,12.7,10.2,15.7,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Multi-Race,,35274,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Black,41,70998,57.7,41.4,78.3,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,AIAN,,4686,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Asian,25,215966,11.6,7.5,17.1,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Pacific Islander,,5631,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,White,38,395020,9.6,6.8,13.2,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Other,,510,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Race-Ethnicity,Unknown,,41817,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Age,<20 years,,65120,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Age,20-24 years,24,249661,9.6,6.2,14.3,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Age,25-29 years,43,384744,11.2,8.1,15.1,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Age,30-34 years,50,434629,11.5,8.5,15.2,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Age,35-39 years,47,252216,18.6,13.7,24.8,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Age,40+ years,25,65886,37.9,24.6,56,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Education,Less than high school,52,204315,25.5,19,33.4,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Education,High school graduate,49,350372,14,10.3,18.5,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Education,Some college,49,380840,12.9,9.5,17,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Education,College graduate,47,444943,10.6,7.8,14,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Nativity,Born in U.S.,134,911202,14.7,12.2,17.2,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Nativity,Born outside U.S.,63,540145,11.7,9,14.9,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Prepregnancy Body Mass Index,Underweight/Normal weight (<25),73,702904,10.4,8.1,13.1,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Prepregnancy Body Mass Index,Overweight (25.0-29.9),53,372044,14.2,10.7,18.6,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Prepregnancy Body Mass Index,Obese I/II (30-39.9),42,279020,15.1,10.8,20.3,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Prepregnancy Body Mass Index,Obese III (40+),16,51784,30.9,17.7,50.2,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Community Conditions,Most healthy,24,267869,9,5.7,13.3,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Community Conditions,More healthy,42,330762,12.7,9.2,17.2,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Community Conditions,Less healthy,47,373453,12.6,9.2,16.7,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Community Conditions,Least healthy,73,431279,16.9,13.3,21.3,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Cardiovascular disease,65,1452520,4.5,3.5,5.7,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Sepsis/Infection,30,1452520,2.1,1.4,2.9,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Hemorrhage,27,1452520,1.9,1.2,2.7,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Hypertensive disorders,20,1452520,1.4,0.8,2.1,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Pulmonary embolism,16,1452520,1.1,0.6,1.8,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Amniotic fluid embolism,11,1452520,0.8,0.4,1.4,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Cerebrovascular accident,,1452520,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Anesthesia complications,,1452520,,,,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Other,17,1452520,1.2,0.7,1.9,
Pregnancy-Related Mortality Ratio,California,,2015-2017,Cause of Death,Undetermined,,1452520,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Total Population,Total population,204,1414970,14.4,12.4,16.4,
Pregnancy-Related Mortality Ratio,California,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,California,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,California,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,California,Los Angeles - Santa Barbara - Ventura,2016-2018,Total Population,Total population,61,394200,15.5,11.8,19.9,
Pregnancy-Related Mortality Ratio,California,Southern Inland,2016-2018,Total Population,Total population,26,179999,14.4,9.4,21.2,
Pregnancy-Related Mortality Ratio,California,Orange - San Diego - Imperial,2016-2018,Total Population,Total population,26,243686,10.7,7,15.6,
Pregnancy-Related Mortality Ratio,Alameda,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Alpine,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Amador,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Butte,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Calaveras,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Colusa,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Contra Costa,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Del Norte,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,El Dorado,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Fresno,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Glenn,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Humboldt,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Imperial,Orange - San Diego - Imperial,2016-2018,Total Population,Total population,26,243686,10.7,7,15.6,
Pregnancy-Related Mortality Ratio,Inyo,Southern Inland,2016-2018,Total Population,Total population,26,179999,14.4,9.4,21.2,
Pregnancy-Related Mortality Ratio,Kern,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Kings,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Lake,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Lassen,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Los Angeles,Los Angeles - Santa Barbara - Ventura,2016-2018,Total Population,Total population,61,394200,15.5,11.8,19.9,
Pregnancy-Related Mortality Ratio,Madera,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Marin,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Mariposa,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Mendocino,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Merced,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Modoc,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Mono,Southern Inland,2016-2018,Total Population,Total population,26,179999,14.4,9.4,21.2,
Pregnancy-Related Mortality Ratio,Monterey,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Napa,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Nevada,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Orange,Orange - San Diego - Imperial,2016-2018,Total Population,Total population,26,243686,10.7,7,15.6,
Pregnancy-Related Mortality Ratio,Placer,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Plumas,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Riverside,Southern Inland,2016-2018,Total Population,Total population,26,179999,14.4,9.4,21.2,
Pregnancy-Related Mortality Ratio,Sacramento,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,San Benito,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,San Bernardino,Southern Inland,2016-2018,Total Population,Total population,26,179999,14.4,9.4,21.2,
Pregnancy-Related Mortality Ratio,San Diego,Orange - San Diego - Imperial,2016-2018,Total Population,Total population,26,243686,10.7,7,15.6,
Pregnancy-Related Mortality Ratio,San Francisco,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,San Joaquin,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,San Luis Obispo,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,San Mateo,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Santa Barbara,Los Angeles - Santa Barbara - Ventura,2016-2018,Total Population,Total population,61,394200,15.5,11.8,19.9,
Pregnancy-Related Mortality Ratio,Santa Clara,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Santa Cruz,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Shasta,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Sierra,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Siskiyou,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Solano,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Sonoma,North and Mid-Coastal,2016-2018,Total Population,Total population,43,282795,15.2,11,20.5,
Pregnancy-Related Mortality Ratio,Stanislaus,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Sutter,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Tehama,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Trinity,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Tulare,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Tuolumne,Southern Central Valley,2016-2018,Total Population,Total population,25,155302,16.1,10.4,23.8,
Pregnancy-Related Mortality Ratio,Ventura,Los Angeles - Santa Barbara - Ventura,2016-2018,Total Population,Total population,61,394200,15.5,11.8,19.9,
Pregnancy-Related Mortality Ratio,Yolo,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,Yuba,Northeastern and Northern Central Valley,2016-2018,Total Population,Total population,23,158988,14.5,9.2,21.7,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Hispanic,90,659299,13.7,11,16.8,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Multi-Race,,34811,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Black,34,69245,49.1,34,68.6,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,AIAN,,4520,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Asian,31,213501,14.5,9.9,20.6,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Pacific Islander,,5356,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,White,43,381410,11.3,8.2,15.2,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Other,,603,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Race-Ethnicity,Unknown,,46225,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Age,<20 years,,57742,,,,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Age,20-24 years,20,231598,8.6,5.3,13.3,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Age,25-29 years,48,373609,12.8,9.5,17,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Age,30-34 years,51,428825,11.9,8.9,15.6,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Age,35-39 years,54,256635,21,15.8,27.5,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Age,40+ years,24,66343,36.2,23.2,53.8,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Education,Less than high school,49,185100,26.5,19.6,35,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Education,High school graduate,55,338739,16.2,12.2,21.1,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Education,Some college,49,370881,13.2,9.8,17.5,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Education,College graduate,51,446638,11.4,8.5,15,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Nativity,Born in U.S.,138,893997,15.4,12.9,18,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Nativity,Born outside U.S.,66,519562,12.7,9.8,16.2,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Prepregnancy Body Mass Index,Underweight/Normal weight (<25),69,672223,10.3,8,13,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Prepregnancy Body Mass Index,Overweight (25.0-29.9),60,368750,16.3,12.4,20.9,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Prepregnancy Body Mass Index,Obese I/II (30-39.9),44,282583,15.6,11.3,20.9,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Prepregnancy Body Mass Index,Obese III (40+),21,53478,39.3,24.3,60,
Pregnancy-Related Mortality Ratio,California,,2016-2018,Community Conditions,Most healthy,27,263486,10.2,6.8,14.9,
